#Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass
Unclassifiable	Unknown	Unknown	3.80807622133976
935553	no rank	RHIZOBIUM LEGUMINOSARUM BV. VICIAE TOM	0.0286200426313833
384	species	RHIZOBIUM LEGUMINOSARUM	0.0286200426313833
458031	no rank	UNCLASSIFIED ACIDOBACTERIA	0.0286051321993433
458033	species	CANDIDATUS CHLORACIDOBACTERIUM THERMOPHILUM	0.0286051321993433
458032	genus	CANDIDATUS CHLORACIDOBACTERIUM	0.0286051321993433
131550	superphylum	FIBROBACTERES/ACIDOBACTERIA GROUP	0.0286051321993433
57723	phylum	ACIDOBACTERIA	0.0286051321993433
981222	no rank	CANDIDATUS CHLORACIDOBACTERIUM THERMOPHILUM B	0.0286051321993433
29360	species	CELLULOSILYTICUM LENTOCELLUM	0.0279691073418333
642492	no rank	CLOSTRIDIUM LENTOCELLUM DSM 5427	0.0279691073418333
698776	genus	CELLULOSILYTICUM	0.0279691073418333
1117	phylum	CYANOBACTERIA	0.0276838352962
1301283	subclass	OSCILLATORIOPHYCIDEAE	0.0276838352962
497965	species	CYANOTHECE SP. PCC 7822	0.0276838352962
1118	order	CHROOCOCCALES	0.0276838352962
43988	genus	CYANOTHECE	0.0276838352962
744872	no rank	TREPONEMA CALDARIA DSM 7334	0.02738439369425
215591	species	TREPONEMA CALDARIA	0.02738439369425
392499	no rank	SPHINGOMONAS WITTICHII RW1	0.0244082136470714
204457	order	SPHINGOMONADALES	0.0244082136470714
41297	family	SPHINGOMONADACEAE	0.0244082136470714
160791	species	SPHINGOMONAS WITTICHII	0.0244082136470714
13687	genus	SPHINGOMONAS	0.0244082136470714
305899	genus	ENDOZOICOMONAS	0.0238514005815
224379	family	HAHELLACEAE	0.0238514005815
135619	order	OCEANOSPIRILLALES	0.0238514005815
1121862	no rank	ENDOZOICOMONAS ELYSICOLA DSM 22380	0.0238514005815
305900	species	ENDOZOICOMONAS ELYSICOLA	0.0238514005815
1331809	family	KORDIIMONADACEAE	0.022537474396
288022	species	KORDIIMONAS GWANGYANGENSIS	0.022537474396
362534	order	KORDIIMONADALES	0.022537474396
1122137	no rank	KORDIIMONAS GWANGYANGENSIS DSM 19435	0.022537474396
288021	genus	KORDIIMONAS	0.022537474396
10365	genus	MUROMEGALOVIRUS	0.0221771675899
28304	species	MURID HERPESVIRUS 2	0.0221771675899
79700	no rank	RAT CYTOMEGALOVIRUS MAASTRICHT	0.0221771675899
353209	no rank	REV RELATED	0.0220379743358929
11636	species	RETICULOENDOTHELIOSIS VIRUS	0.0220379743358929
307461	species	APOCHEIMA CINERARIUM NUCLEOPOLYHEDROVIRUS	0.021901051523
33553	suborder	SCIUROGNATHI	0.0210561656161556
337687	no rank	MUROIDEA	0.0210561656161556
10066	family	MURIDAE	0.0210561656161556
314147	no rank	GLIRES	0.0210561656161556
39107	subfamily	MURINAE	0.0210561656161556
9347	no rank	EUTHERIA	0.02093507938045
32525	no rank	THERIA	0.02093507938045
36353	no rank	MAREK'S DISEASE VIRUS SEROTYPE 2 MDV2	0.0208960638951857
35250	species	GALLID HERPESVIRUS 3	0.0208960638951857
32008	genus	BURKHOLDERIA	0.02012154951935
243261	species	BURKHOLDERIA SP. CH1 1	0.02012154951935
545695	no rank	TREPONEMA AZOTONUTRICIUM ZAS 9	0.01988852157635
150829	species	TREPONEMA AZOTONUTRICIUM	0.01988852157635
1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.0194591651092
224756	class	METHANOMICROBIA	0.01938226188175
395331	genus	METHANOREGULA	0.01938226188175
2191	order	METHANOMICROBIALES	0.01938226188175
358766	species	METHANOREGULA BOONEI	0.01938226188175
2157	superkingdom	ARCHAEA	0.01938226188175
1198451	family	METHANOREGULACEAE	0.01938226188175
456442	no rank	METHANOREGULA BOONEI 6A8	0.01938226188175
28890	phylum	EURYARCHAEOTA	0.01938226188175
29548	genus	RHODOTHERMUS	0.01896880940816
1100069	order	BACTEROIDETES ORDER II. INCERTAE SEDIS	0.01896880940816
762570	no rank	RHODOTHERMUS MARINUS SG0.5JP17 172	0.01896880940816
29549	species	RHODOTHERMUS MARINUS	0.01896880940816
563843	family	RHODOTHERMACEAE	0.01896880940816
43219	family	HERPOTRICHIELLACEAE	0.0186669774687143
451870	subclass	CHAETOTHYRIOMYCETIDAE	0.0186669774687143
82104	no rank	MITOSPORIC HERPOTRICHIELLACEAE	0.0186669774687143
858893	no rank	EXOPHIALA DERMATITIDIS NIH/UT8656	0.0186669774687143
5970	species	EXOPHIALA DERMATITIDIS	0.0186669774687143
5583	genus	EXOPHIALA	0.0186669774687143
34395	order	CHAETOTHYRIALES	0.0186669774687143
31507	species	ANTICARSIA GEMMATALIS NUCLEOPOLYHEDROVIRUS	0.0183866191215
2111	species	MYCOPLASMA ARTHRITIDIS	0.01836201499615
243272	no rank	MYCOPLASMA ARTHRITIDIS 158L3 1	0.01836201499615
1404	species	BACILLUS MEGATERIUM	0.0176929264126333
1109445	no rank	PSEUDOMONAS STUTZERI SDM LAC	0.0176929264126333
592022	no rank	BACILLUS MEGATERIUM DSM 319	0.0176929264126333
5664	species	LEISHMANIA MAJOR	0.0176613905556333
347515	no rank	LEISHMANIA MAJOR STRAIN FRIEDLIN	0.0176613905556333
38581	species group	LEISHMANIA MAJOR SPECIES COMPLEX	0.0176613905556333
1087449	species	AQUIMARINA AGARILYTICA	0.0169743704058571
117743	class	FLAVOBACTERIIA	0.0169743704058571
49546	family	FLAVOBACTERIACEAE	0.0169743704058571
1144310	species	RHIZOBIUM SP. CF080	0.0169743704058571
620914	no rank	AQUIMARINA AGARILYTICA ZC1	0.0169743704058571
290174	genus	AQUIMARINA	0.0169743704058571
200644	order	FLAVOBACTERIALES	0.0169743704058571
9362	order	INSECTIVORA	0.0165920957954029
520449	species	BRUCELLA SP. 83/13	0.01583039351138
118882	family	BRUCELLACEAE	0.01583039351138
234	genus	BRUCELLA	0.01583039351138
903814	no rank	EUBACTERIUM LIMOSUM KIST612	0.015330282265725
1736	species	EUBACTERIUM LIMOSUM	0.015330282265725
1730	genus	EUBACTERIUM	0.015330282265725
186806	family	EUBACTERIACEAE	0.015330282265725
1033732	no rank	ALISTIPES SENEGALENSIS JC50	0.01530441432244
1227465	no rank	HALORUBRUM CALIFORNIENSIS DSM 19288	0.01530441432244
1288121	species	ALISTIPES SENEGALENSIS	0.01530441432244
56688	genus	HALORUBRUM	0.01530441432244
416585	species	HALORUBRUM CALIFORNIENSE	0.01530441432244
485915	no rank	DESULFOHALOBIUM RETBAENSE DSM 5692	0.014987636943825
213117	family	DESULFOHALOBIACEAE	0.014987636943825
45663	species	DESULFOHALOBIUM RETBAENSE	0.014987636943825
45662	genus	DESULFOHALOBIUM	0.014987636943825
30577	subfamily	ERINACEINAE	0.0146029922860429
9364	genus	ERINACEUS	0.0146029922860429
9365	species	ERINACEUS EUROPAEUS	0.0146029922860429
9363	family	ERINACEIDAE	0.0146029922860429
33029	species	ANAEROCOCCUS HYDROGENALIS	0.0126345772275
561177	no rank	ANAEROCOCCUS HYDROGENALIS DSM 7454	0.0126345772275
222545	subclass	XYLARIOMYCETIDAE	0.0125094528737629
147550	class	SORDARIOMYCETES	0.0125094528737629
716546	no rank	LEOTIOMYCETA	0.0125094528737629
1147731	no rank	DALDINIA ESCHSCHOLZII UM1020	0.0125094528737629
292717	species	DALDINIA ESCHSCHOLTZII	0.0125094528737629
42360	genus	DALDINIA	0.0125094528737629
37989	order	XYLARIALES	0.0125094528737629
147538	subphylum	PEZIZOMYCOTINA	0.0125094528737629
715989	no rank	SORDARIOMYCETA	0.0125094528737629
37990	family	XYLARIACEAE	0.0125094528737629
10184	genus	CASTOR	0.01175092908305
29132	family	CASTORIDAE	0.01175092908305
8478	subspecies	CHRYSEMYS PICTA BELLII	0.01159947732458
8479	species	CHRYSEMYS PICTA	0.01159947732458
8486	superfamily	TESTUDINOIDEA	0.01159947732458
8476	family	EMYDIDAE	0.01159947732458
8457	no rank	SAUROPSIDA	0.01159947732458
8464	suborder	CRYPTODIRA	0.01159947732458
8477	genus	CHRYSEMYS	0.01159947732458
1329799	no rank	TESTUDINES + ARCHOSAURIA GROUP	0.01159947732458
32561	no rank	SAURIA	0.01159947732458
8459	order	TESTUDINES	0.01159947732458
1338369	no rank	DIPNOTETRAPODOMORPHA	0.0096082491578
40674	class	MAMMALIA	0.0096082491578
32524	no rank	AMNIOTA	0.0096082491578
32523	no rank	TETRAPODA	0.0096082491578
8287	no rank	SARCOPTERYGII	0.0096082491578
109993	species	PORCINE CYTOMEGALOVIRUS	0.00941238563707
6231	phylum	NEMATODA	0.00937663313875
55746	superfamily	PANAGROLAIMOIDEA	0.00937663313875
33213	no rank	BILATERIA	0.00937663313875
34506	species	STRONGYLOIDES RATTI	0.00937663313875
6247	genus	STRONGYLOIDES	0.00937663313875
119089	class	CHROMADOREA	0.00937663313875
6246	family	STRONGYLOIDIDAE	0.00937663313875
6072	no rank	EUMETAZOA	0.00937663313875
33208	kingdom	METAZOA	0.00937663313875
6236	order	RHABDITIDA	0.00937663313875
356827	genus	METASCARDOVIA	0.0089051261283
1122228	no rank	METASCARDOVIA CRICETI DSM 17774	0.0089051261283
356828	species	METASCARDOVIA CRICETI	0.0089051261283
2104	species	MYCOPLASMA PNEUMONIAE	0.00846274098135294
272634	no rank	MYCOPLASMA PNEUMONIAE M129	0.00846274098135294
264449	no rank	PSEUDOMONAS SYRINGAE GROUP PATHOVARS INCERTAE SEDIS	0.00794956359965
103796	no rank	PSEUDOMONAS SYRINGAE PV. ACTINIDIAE	0.00794956359965
196403	species	BABOON ENDOGENOUS VIRUS	0.0076685981658
11764	no rank	BABOON ENDOGENOUS VIRUS STRAIN M7	0.0076685981658
194924	family	DESULFOVIBRIONACEAE	0.0072147734178
41707	genus	LAWSONIA	0.0072147734178
213115	order	DESULFOVIBRIONALES	0.0072147734178
29546	species	LAWSONIA INTRACELLULARIS	0.0072147734178
28221	class	DELTAPROTEOBACTERIA	0.0072147734178
43769	species	CORYNEBACTERIUM PROPINQUUM	0.00698650955466667
2323	no rank	UNCLASSIFIED BACTERIA	0.00698650955466667
1046980	no rank	UNCLASSIFIED MICROGENOMATES	0.00698650955466667
67820	no rank	MICROGENOMATES	0.00698650955466667
1104614	species	MICROGENOMATES BACTERIUM SCGC AAA011 I21	0.00698650955466667
1121367	no rank	CORYNEBACTERIUM PROPINQUUM DSM 44285	0.00698650955466667
31	family	MYXOCOCCACEAE	0.00680653039501667
29	order	MYXOCOCCALES	0.00680653039501667
33	species	MYXOCOCCUS FULVUS	0.00680653039501667
483219	no rank	MYXOCOCCUS FULVUS HW 1	0.00680653039501667
80811	suborder	CYSTOBACTERINEAE	0.00680653039501667
32	genus	MYXOCOCCUS	0.00680653039501667
9592	genus	GORILLA	0.00606149853435
9593	species	GORILLA GORILLA	0.00606149853435
28129	species	PREVOTELLA DENTICOLA	0.0056358855409
767031	no rank	PREVOTELLA DENTICOLA F0289	0.0056358855409
29521	genus	BRACHYSPIRA	0.00524628999694286
1045858	no rank	BRACHYSPIRA INTERMEDIA PWS/A	0.00524628999694286
203691	phylum	SPIROCHAETES	0.00524628999694286
84377	species	BRACHYSPIRA INTERMEDIA	0.00524628999694286
143786	family	BRACHYSPIRACEAE	0.00524628999694286
203692	class	SPIROCHAETIA	0.00524628999694286
136	order	SPIROCHAETALES	0.00524628999694286
186189	species	XYLANIMONAS CELLULOSILYTICA	0.00486780775386154
2836	phylum	BACILLARIOPHYTA	0.00486780775386154
446471	no rank	XYLANIMONAS CELLULOSILYTICA DSM 15894	0.00486780775386154
186188	genus	XYLANIMONAS	0.00486780775386154
85017	family	PROMICROMONOSPORACEAE	0.00486780775386154
2849	genus	PHAEODACTYLUM	0.00486780775386154
33850	no rank	BACILLARIOPHYCIDAE	0.00486780775386154
38749	family	PHAEODACTYLACEAE	0.00486780775386154
33849	class	BACILLARIOPHYCEAE	0.00486780775386154
556484	no rank	PHAEODACTYLUM TRICORNUTUM CCAP 1055/1	0.00486780775386154
33634	no rank	STRAMENOPILES	0.00486780775386154
38748	order	NAVICULALES	0.00486780775386154
2850	species	PHAEODACTYLUM TRICORNUTUM	0.00486780775386154
9788	family	EQUIDAE	0.00483838353636
9789	genus	EQUUS	0.00483838353636
9787	order	PERISSODACTYLA	0.00483838353636
9798	species	EQUUS PRZEWALSKII	0.00483838353636
35510	subgenus	EQUUS	0.00483838353636
1203218	no rank	BRACHYSPIRA HAMPSONII BV. I	0.003719050416325
1287056	no rank	BRACHYSPIRA HAMPSONII 30599	0.003719050416325
171436	genus	TISTRELLA	0.003364687054175
1110502	no rank	TISTRELLA MOBILIS KA081020 065	0.003364687054175
171437	species	TISTRELLA MOBILIS	0.003364687054175
41295	family	RHODOSPIRILLACEAE	0.003364687054175
554915	no rank	AMOEBOZOA	0.00303809348116
183662	subfamily	CROCIDURINAE	0.00198910350936
9376	family	SORICIDAE	0.00198910350936
36802	species	CROCIDURA RUSSULA	0.00198910350936
36801	genus	CROCIDURA	0.00198910350936
13349	species	ARTHROBOTRYS OLIGOSPORA	0.00193851999068571
47022	genus	ORBILIA	0.00193851999068571
189479	order	ORBILIALES	0.00193851999068571
47021	family	ORBILIACEAE	0.00193851999068571
756982	no rank	ARTHROBOTRYS OLIGOSPORA ATCC 24927	0.00193851999068571
261301	no rank	MITOSPORIC ORBILIA AURICOLOR	0.00193851999068571
189478	class	ORBILIOMYCETES	0.00193851999068571
